GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,23.60 [17.28-32.48],23.59622,17.27590,32.48097,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,25.60 [19.82-34.19],25.59642,19.82237,34.19485,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,27.01 [20.76-34.50],27.00506,20.75550,34.49941,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,25.48 [18.49-34.60],25.47886,18.48713,34.60080,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,24.67 [17.13-34.64],24.66774,17.12885,34.63865,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,24.46 [17.37-33.29],24.45721,17.37262,33.29175,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,26.49 [20.17-34.38],26.48533,20.17254,34.38322,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,24.04 [18.36-31.42],24.03812,18.35863,31.41583,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,22.66 [16.57-30.47],22.65567,16.57094,30.46903,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,21.92 [15.34-30.29],21.92263,15.34048,30.28650,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,21.72 [15.77-29.71],21.72190,15.76778,29.70566,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,23.57 [18.01-30.67],23.56581,18.01389,30.67265,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,24.49 [18.86-31.45],24.49030,18.86254,31.45014,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,23.08 [17.10-30.51],23.08327,17.09835,30.50951,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,22.34 [15.57-30.43],22.34482,15.56732,30.42936,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,22.09 [15.96-29.84],22.08850,15.96312,29.83866,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,24.00 [18.52-30.85],24.00071,18.51553,30.85023,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,27.01 [20.91-34.79],27.01454,20.91382,34.79454,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,25.46 [19.50-33.81],25.46074,19.49808,33.81430,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,24.64 [17.97-34.02],24.63694,17.97402,34.02492,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,24.42 [18.08-32.83],24.41553,18.07904,32.83352,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,26.48 [20.54-33.95],26.48493,20.53717,33.94588,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,24.29 [18.47-31.32],24.29008,18.47013,31.31790,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,22.99 [17.03-31.13],22.98816,17.03299,31.13299,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,22.30 [15.82-31.00],22.29709,15.82352,30.99626,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,22.12 [16.10-29.50],22.11963,16.10462,29.50231,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,23.85 [18.14-31.17],23.84795,18.13859,31.17336,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,24.42 [18.42-31.26],24.42500,18.42296,31.26028,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,23.12 [16.81-30.75],23.12285,16.81162,30.74675,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,22.43 [15.74-30.91],22.43241,15.74025,30.90797,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,22.25 [15.82-29.96],22.25203,15.82327,29.95832,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,23.98 [18.11-31.00],23.98250,18.10591,30.99836,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,CITY,Cities,,,,,25.26 [19.37-32.05],25.25628,19.36623,32.05297,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOTL,Total,,,,,23.88 [17.38-31.79],23.87759,17.37756,31.79329,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,RUR,Rural,,,,,23.15 [16.27-31.64],23.14751,16.26570,31.63659,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,TOWN,Towns,,,,,22.95 [16.30-30.67],22.95252,16.30477,30.66559,,,
SDGPM25,Concentrations of fine particulate matter (PM2.5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4674,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,URB,Urban,,,,,24.79 [18.76-31.82],24.78730,18.76296,31.81604,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,22 [13-34],22.39293,13.49153,33.88210,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE113,Ischaemic heart disease,,58 [43-70],57.54334,42.90556,69.94302,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE039,Lower respiratory infections,,14 [11-17],13.99879,11.25670,16.57898,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE114,Stroke,,12 [8-17],12.15500,7.53990,17.43354,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE000,Total,,110 [89-131],110.14401,89.08717,130.54018,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [3-5],4.05394,3.11098,4.99355,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,18 [12-27],18.38123,11.51360,27.21452,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,50 [38-61],50.06569,37.62605,60.80260,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE039,Lower respiratory infections,,12 [10-14],11.99544,9.71086,14.13187,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE114,Stroke,,12 [7-16],11.61747,7.28434,16.45720,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE000,Total,,94 [77-111],94.35290,76.64243,111.17160,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [2-3],2.29307,1.79795,2.75642,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,27 [16-41],26.74056,15.58636,40.92631,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,66 [49-80],65.64714,48.77366,80.07235,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE039,Lower respiratory infections,,16 [13-19],16.16990,12.93203,19.25104,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE114,Stroke,,13 [8-18],12.73754,7.83110,18.43974,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE000,Total,,127 [102-151],127.25739,102.34944,151.07874,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,6 [5-7],5.96225,4.51907,7.42713,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,19 [11-28],18.82367,11.34923,28.47373,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE113,Ischaemic heart disease,,47 [35-58],47.46261,35.39173,57.68989,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE039,Lower respiratory infections,,12 [10-14],12.02096,9.66721,14.23527,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE114,Stroke,,10 [6-15],10.15097,6.29771,14.55633,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE000,Total,,92 [74-108],91.64903,74.12014,108.49417,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,BTSX,Both sexes,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,3 [2-4],3.19083,2.44926,3.92912,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,14 [9-20],13.72655,8.59801,20.32298,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE113,Ischaemic heart disease,,37 [28-45],37.12295,27.89915,45.08420,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE039,Lower respiratory infections,,9 [8-11],9.33220,7.55485,10.99430,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE114,Stroke,,9 [5-12],8.66783,5.43487,12.27877,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE000,Total,,71 [57-83],70.57498,57.39487,83.16940,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,2 [1-2],1.72545,1.35289,2.07410,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,26 [15-40],26.06585,15.19309,39.89367,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE113,Ischaemic heart disease,,60 [45-74],60.38725,44.86574,73.65666,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE039,Lower respiratory infections,,16 [13-19],15.66768,12.53037,18.65312,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE114,Stroke,,12 [7-17],12.03991,7.40220,17.42981,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE000,Total,,119 [96-141],119.23590,96.13859,141.31651,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,5 [4-6],5.07521,3.84673,6.32214,,,
SDGIHR2021,"Average of 15 International Health Regulations core capacity scores, SPAR version, 2nd edition",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7027,,,,PUBLISHED,Published,,2021,2021,,SEAR,2021,2021,South-East Asia,,,,,LKA,Sri Lanka,,,,,,,,,,,,,,64,64.00000,,,,,Electronic State-Parties Self Assessment tool Annual Reporting August 2022
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,MLE,Male,,,,,,,,5.2,5.20000,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,LKA,Sri Lanka,,,,,FMLE,Female,,,,,,,,4.5,4.50000,,,,,
